Dataset,c1r1,c1r2,c1r3,c1r4,c1r5,c1r6,c1r7,c1r8,c2r1,c2r2,c2r3,c2r4,c2r5,c2r6,c2r7,c2r8,c3r1,c3r2,c3r3,c3r4,c3r5,c3r6,c3r7,c3r8,c4r1,c4r2,c4r3,c4r4,c4r5,c4r6,c4r7,c4r8,c5r1,c5r2,c5r3,c5r4,c5r5,c5r6,c5r7,c5r8,c6r1,c6r2,c6r3,c6r4,c6r5,c6r6,c6r7,c6r8,c7r1,c7r2,c7r3,c7r4,c7r5,c7r6,c7r7,c7r8,c8r1,c8r2,c8r3,c8r4,c8r5,c8r6,c8r7,c8r8
71,0.352970717,1,0.498948588,0.375657867,0.657233169,0.92242009,0.996243413,0.903282337,0.560382946,0.60072969,0.642537303,0.504714966,0.903885159,0.924930421,0.645833093,0.582814871,0.506909375,0.526056447,0.568645152,0.662303928,0.595349812,0.62767694,0.540033027,0.586883999,0.390278354,0.333430829,0.833120802,0.610479056,0.382313634,0.325786357,0.83417094,0.287778582,0.702168635,0.598417717,0.448099457,0.771178286,0.269593774,0.444037365,0.824585574,0.143902729,0.545097551,0.159445293,0.345171927,0.235329215,0.205613392,0.36970229,0.662526985,0.351742476,0.098248409,0.312486613,0.619819151,0.27447251,0.057210959,0.003289704,0.296005104,0.0703944,0.728047476,0.051801498,0.109160264,0,0.249511331,0.375554208,0.040013815,0.001695757
72,0.744240036,0.798197779,0.994005025,0.640938909,0.607372019,1,0.717852223,0.612687472,0.331443081,0.780683988,0.432268072,0.603488871,0.520805913,0.608794934,0.765440338,0.66588499,0.474038443,0.809163636,0.645908734,0.851796392,0.633898887,0.90291762,0.970255731,0.721525992,0.676892351,0.520443521,0.981490865,0.218200934,0.981044452,0.538513334,0.81423799,0.537555407,0.58784587,0.395072012,0.43683188,0.685410157,0.751603139,0.248095022,0.518238765,0.325739487,0.506243865,0.412147214,0.432268341,0.139727093,0.50303752,0.227310079,0.244199008,0.262480982,0.189818172,0.452758779,0.409602027,0.314264798,0.173881884,0.451355993,0.15899126,0.435865564,0,0.129743953,0.19710197,0.368460218,0,0.301902067,0.047910968,0.145760411
73,0.722960435,0.820995436,0.33060006,0.56922673,0.528425737,0.853081672,0.621704151,0.67204963,0.961593604,0.721072219,0.668333067,0.853586613,0.479963764,0.739371493,0.898857076,0.277061954,0.446409184,0.73856555,0.875845126,0.97935569,0.357749734,0.688743475,0.823036615,0.5178237,0.605159515,0.25376326,0.506548529,0.666196905,0.43501616,0.622911873,0.385698208,0.655404251,0.32586271,0.404791664,0.085962407,0.494208117,0.614564173,0.500118725,0.378207426,0.500373429,0.040181599,0.437392665,0.409111687,0.30855272,0.032179443,0.09499446,0.839447283,0.161256592,0.261523854,0.27036765,0.042953803,0.267138385,0.148947509,0.159874046,0.425723488,0.114467272,0.049649396,0.410440821,0.288016718,0,0.331231938,0.041101052,0.420366927,0.203981953
74,1,0.528032075,0.501521356,0.874384285,0.644839367,1,1,0.574639771,0.790593101,0.993999489,0.741543346,0.799055373,0.408259956,0.439979196,0.556331639,0.943663882,0.551227881,0.564735255,0.93723301,0.736995672,0.285517825,0.960020127,0.722028873,0.409811705,0.397006243,0.923892591,0.870046384,0.688461446,0.749968497,0.385540957,0.384281853,0.640916484,0.0797539,0.403019708,0.297278266,0.238264525,0.558955707,0.555611452,0.626600618,0.200354456,0.370846201,0.197858078,0.600144944,0.327457057,0.236097554,0.203975667,0.097368289,0.497960532,0.789084801,0.219022867,0.025911595,0.242563204,0.099072311,0.64506433,0.266885643,0.164430656,0.489043664,0.408018682,0,0.021646057,0.282038573,0.450599681,0,0
75,0.81392817,0.866760078,0.638406198,1,0.923321891,0.90083065,1,0.47685351,0.705775508,0.582273048,0.959217194,0.652271054,0.598216483,0.82423867,0.83000518,0.75905454,0.371116932,0.644317394,0.510308782,0.663076153,0.561464529,0.814991151,0.401846054,0.949741623,0.432501996,0.355476484,0.652427583,0.291191972,0.710897669,0.778579772,0.574873952,0.604298988,0.455719192,0.037794371,0.432905968,0.576044577,0.833523324,0.38306864,0.389653181,0.357130408,0.30308711,0.672866609,0.033570649,0.385439185,0.256504498,0.0556445,0.18808051,0.361981236,0.002744337,0.201580653,0.185026171,0.471626184,0.531298073,0.546768764,0.453250043,0.357836438,0.075189655,0.385596919,0.615404399,0.305130583,0.392475428,0.444289834,0.334748441,0.240505914
76,0.268147241,1,0.557784432,0.690318706,0.423233538,0.827232473,0.573578705,0.804446642,0.615225924,0.834029723,0.627548053,0.615999284,0.595525333,0.860157199,0.412823608,0.772780091,0.692660363,0.688130204,0.692786511,0.862522208,0.711845632,0.663553828,0.437079339,0.559731518,0.664754581,0.243402738,0.366299276,0.697217548,0.534275458,0.400899653,0.520875099,0.748862008,0.582394407,0.206829459,0.301458254,0.214496934,0.15218687,0.599780306,0.639747716,0.447263657,0.699580705,0.45234761,0.023252088,0.358580573,0.448567381,0.53069362,0.359301083,0.371820896,0.182862456,0.178786713,0.238931679,0.276311836,0.14644373,0.256638354,0.460053185,0.039098856,0.287857728,0,0,0.139883415,0.455679393,0.642949991,0.077542561,0.324537977
77,0.710129779,1,0.737919846,0.654710483,0.58143619,0.813151222,0.842317783,0.879827504,0.62466869,0.799123136,0.931946018,0.793183638,0.836141563,0.687806655,0.832502359,0.735203289,0.556014118,0.806948507,0.582919353,0.910978463,0.592533707,0.541718323,0.754611771,0.758062834,0.907799763,0.387835847,0.480271032,0.485743063,0.977682653,0.568884604,0.731909572,0.739149992,0.274973665,0.650030562,0.636789037,0.278577422,0.22948607,0.040276456,0.509501441,0.374867879,0.310494249,0.280808505,0.225366062,0.41016279,0.221518406,0.377448625,0.713049798,0.105014622,0.193630866,0.423770038,0.362302115,0.204151126,0.299170398,0.511514889,0.231178997,0.432453675,0,0.120411744,0.346399305,0.106528531,0.034071976,0.410403958,0.274676,0.061729766
78,1,0.542280272,0.824024053,1,0.700518012,0.624841332,0.557628066,1,0.612114318,0.78965317,0.868573972,0.671300183,0.82351795,0.691314046,0.808900715,0.756620875,0.772086725,0.6772695,0.767205636,0.257232223,0.491120066,0.722850822,0.687497857,0.781998375,0.36991511,0.357390925,0.214149574,0.98607373,0.082280066,0.778709959,0.785563578,0.733627613,0.256646611,0.333060945,0.324026135,0.319152706,0.742871432,0.393901912,0.724632176,0.421972813,0.39070921,0.230782279,0.306705918,0.081009979,0.552732561,0.408566457,0.390162112,0.326480141,0.705740373,0.100413184,0.076114403,0.406938241,0.26873178,0.062756057,0.223843721,0.102740742,0.094308839,0.007179629,0,0.07071906,0.103983704,0,0.364741889,0.092178398
79,0.77244275,0.763820316,1,0.821323401,0.980755054,0.406876859,0.640204104,1,0.704430248,0.651141216,0.558999315,0.865712209,0.420532811,0.731358473,0.715619019,0.662636081,0.770104938,0.638785234,0.44931731,0.724151649,0.888274144,0.676946853,0.721104307,0.765587096,0.529469158,0.268092231,0.824139866,0.764318689,0.610730038,0.951416106,0.906365782,0.782219782,0.562479641,0.253907293,0.21614893,0.497939985,0.267190135,0.436651975,0.163921676,0.225283343,0.244090409,0.201345226,0.284819979,0.648375321,0.330007563,0.616569347,0.074647735,0.087012739,0.485192721,0.192027016,0.162367685,0.161773536,0.068565264,0.317628857,0.055503662,0.294643839,0.063836863,0,0,0,0.011560783,0.004300767,0.010060988,0
80,0.746222047,1,0.379225711,0.67186355,1,0.788882012,0.669015068,0.602345808,0.389698881,0.984430184,0.73377524,0.822613746,0.574199575,0.815700607,0.504831248,0.840450536,0.837681647,0.432258002,0.703182296,0.865392953,0.558113598,0.662505498,0.881043266,0.761131335,0.795161897,0.579086931,0.757293997,0.592261174,0.637071462,0.612136126,0.518516062,0.807423819,0.439552513,0.562091614,0.317294945,0.522528057,0.72484219,0.591103227,0.697978901,0.325703828,0.286837489,0.462611181,0.263457826,0.211193544,0.434040182,0.452562111,0.108240921,0.371065851,0.459137976,0.426395669,0.188459359,0.251281829,0.229982375,0.730867711,0.126352124,0.149774784,0.177597407,0,0.139168879,0.049235778,0.170392317,0.067036474,0.307038156,0.238887134
81,0.722139496,1,0.917968919,0.919757571,0.655459132,0.602771741,1,0.851718659,0.511666307,0.843528929,0.766039567,0.896944716,0.834861576,0.888800246,0.708337719,0.542162497,0.69158299,0.845537959,0.594073136,0.561556613,0.806292187,0.535941698,0.668813352,0.593612217,0.616749667,0.647243077,0.967960832,0.709833891,0.509713678,0.590532907,0.55984146,0.57427676,0.60613484,0.666304275,0.440371591,0.613271487,0.62407353,0.805484609,0.525424401,0.316015762,0.455593389,0.320919268,0.287452689,0.421335903,0.235343492,0.036980694,0.100507306,0.765477342,0.423867692,0.419870909,0.255125676,0.433187547,0.269287461,0.281719393,0.714615594,0.336848499,0.098300698,0.238281061,0.138661115,0.376052497,0.220394931,0.162236682,0.135093621,0.452399238
82,0.559548583,0.557831333,0.828123354,1,0.795454956,0.596832157,0.888571229,0.436777916,0.683388978,0.683100978,0.773156013,0.970001057,0.877733487,0.618000753,0.743229648,0.502389551,0.954439411,0.476927675,0.81691602,0.528449798,0.585121363,0.491181276,0.614994633,0.657776717,0.538092782,0.313840216,0.738053329,0.634185629,0.868536347,0.701874922,0.621921416,0.512034522,0.583018415,0.641418191,0.364070831,0.443314619,0.672761467,0.140264352,0.489723819,0.641768844,0.331124514,0.651462526,0.302641853,0.603924673,0.260732652,0.640519592,0.283476088,0.061306507,0.21341038,0.205179497,0.035589445,0.282963564,0.271427875,0.22436884,0.159009204,0.303684042,0.388380592,0.042353728,0,0.343776688,0.370139114,0.172798034,0.17270269,0.404207255
83,0.578373466,0.270935607,0.973111578,0.950554686,0.837247885,0.914000307,0.825725935,0.857163296,0.267206304,0.602958113,0.745238258,0.990787884,0.336860789,0.897096277,0.718170823,0.919124871,0.878438355,0.857178297,0.928157945,0.86254245,0.911838875,0.717315742,0.561516309,0.684363225,0.782463658,0.454735174,0.792322082,0.808744555,0.695112929,0.475444509,0.620406219,0.725064457,0.234405805,0.27060874,0.402964728,0.41249193,0.663398004,0.483993561,0.473517906,0.475602296,0.476521795,0.061205168,0.53656879,0.168318684,0.232802984,0.415110171,0.359282551,0.216545753,0.227723849,0.455042874,0.364788861,0.161341414,0.315422969,0.223818582,0.248389393,0.247777093,0.170958121,0.294719968,0.565034743,0.258369667,0.581343643,0.421704924,0,0
84,0.739093939,0.656515912,0.786548975,0.715390308,0.619447165,1,0.832439909,0.625372664,0.608094735,0.903667752,0.708527859,0.925654854,0.698426686,0.755041288,0.99050309,0.614735428,0.717940512,0.703413271,0.780976659,0.986960263,0.582061426,0.755275358,0.509689452,0.92114867,0.3033259,0.356129346,0.475792108,0.539965921,0.310513792,0.629706524,0.355303818,0.629141404,0.207019498,0.374885102,0.57163806,0.704286204,0.361172344,0.495843702,0.524054867,0.594617503,0.235482773,0.182005008,0.398738444,0.199876343,0.378922113,0.469771843,0.304638242,0.353094193,0.150814736,0.118084634,0.165964499,0.216889184,0.336405866,0.199564986,0.625098479,0.24169247,0,0.127531172,0.082445776,0.090008898,0.248507547,0.275564577,0.316248032,0.397791156
85,0.712767244,0.614890752,1,0.648117809,0.40119631,0.39621918,1,1,0.480043545,0.188530386,0.86829468,0.841679715,0.761218125,0.915135031,0.943494898,0.525836675,0.460298209,0.681372515,0.446408513,0.976857545,0.905030203,0.72523345,0.597787822,0.599298171,0.320797861,0.758019588,0.028617617,0.640399231,0.756817567,0.355261128,0.669798605,0.84962445,0.534623359,0.231523782,0.306593793,0.297653281,0.638494951,0.212316983,0.277112144,0.432169687,0.171140927,0.260783871,0.210845612,0.185044746,0.073579913,0.208483619,0.298170901,0.189886415,0.390633123,0.095883299,0.193309146,0.007871845,0.269932013,0.581286071,0.351189736,0.411117699,0.476052224,0.596384606,0.207069624,0.292541338,0.265313072,0.00065295,0.450553276,0.214389162
86,0.116295154,0.800507805,1,0.915662054,0.746329079,1,0.420189546,0.805989603,0.77766923,0.713822064,0.871718517,0.187158403,0.478132841,0.532176858,0.420306585,0.762760453,0.545613306,0.29532563,0.509212717,0.639956568,0.484497499,0.666725796,0.606469838,0.566734089,0.690830814,0.811419211,0.354529215,0.559897004,0.276614489,0.750760339,0.505006134,0.485894088,0.51250679,0.549594167,0.447011892,0.542521985,0.365024458,0.103480006,0.660576746,0.063756007,0.261951444,0.495968535,0.692629607,0.394544351,0.521213812,0.210134714,0.42972943,0.23309435,0.201545135,0.134375742,0.154827378,0.069761787,0.180644135,0.192587428,0.432974864,0.317656065,0.124700476,0.05371199,0.218789189,0.367305548,0.098670807,0,0.375078055,0
87,0.312643085,0.656680559,1,1,0.893011632,0.84383415,0.953387835,0.845457993,0.759113974,0.600703659,0.949661664,0.931050775,0.926699398,0.770699601,0.493670731,0.78724131,0.635394006,0.829231758,0.80967578,0.408829503,0.738374239,0.796713398,0.570586379,0.531808488,0.77071633,0.410227701,0.504506527,0.392432521,0.69452877,0.63703052,0.890808445,0.646238413,0.356895845,0.603421325,0.367072554,0.352630757,0.094223266,0.248686826,0.705097485,0.110914329,0.025238298,0.437332302,0.294432492,0.218466501,0.085911216,0.587711844,0.264693358,0.676370608,0.350802802,0.269039306,0.20625158,0.137195407,0.2698442,0.154958198,0.077965385,0.301170246,0.511081039,0.316547795,0.267100702,0.21505319,0.112023438,0.444658852,0.076023934,0.125530408
88,0.657561448,0.791226059,0.734868454,1,1,0.73416965,0.886795485,1,0.623039362,0.568690316,0.657939806,0.956920203,0.614813507,0.686178762,0.620429969,0.500513043,0.911872059,0.367558352,0.852856912,0.699763829,0.694314983,0.668797986,0.596403042,0.789387026,0.665808514,0.694953257,0.539030906,0.447533706,0.368111342,0.556294337,0.225704597,0.543108944,0.121869997,0.399152758,0.777775518,0.338171468,0.367479414,0.584634084,0.544377899,0.568977612,0.405480741,0.094239461,0.813775206,0.460445465,0.04486711,0.649999988,0.308401417,0.182575612,0.191096225,0.033163866,0.705548076,0.277190499,0.652655795,0.285436998,0.106236967,0.373601958,0.374068964,0.143192599,0.135008199,0.153747637,0.173359645,0.355097954,0.430295905,0.394303968
89,1,0.817600295,0.308403839,0.604486857,0.732311849,0.84413455,0.875452227,0.766710721,0.629431972,0.599025313,0.678717236,0.777444248,0.973175537,0.937072842,0.735462709,0.550475234,0.464363371,0.604483617,0.458411089,0.735385237,0.97053311,0.463804273,0.539370438,0.539629266,0.59152624,0.675427447,0.443513313,0.994760568,0.628384202,0.369434961,0.930394277,0.790048661,0.943486831,0.672726614,0.693469459,0.307279241,0.645186515,0.770551773,0.175289412,0.494912295,0.092993435,0.211868274,0.253017058,0.706277002,0.696283343,0.225411533,0.237873422,0.493797449,0.340642414,0.245822528,0.171052616,0.243137121,0.221810352,0.257029139,0.00270995,0.297465709,0,0.163970862,0,0.506573347,0.066034718,0.0432177,0.2609714,0.241639188
90,0.467458393,0.239760817,0.874663298,0.853128682,1,1,0.871227483,0.772378266,0.888756182,0.948522925,0.811153353,0.92413345,0.550863375,0.908904848,0.552801182,0.943220656,0.535487307,0.050811233,0.332679576,0.923811598,0.308680019,0.551731975,0.121707889,0.828580319,0.201859181,0.576611793,0.759642994,0.547533812,0.826480225,0.51641573,0.370016349,0.6863663,0.867835673,0.336946348,0.422424037,0.194433645,0.334513156,0.530094653,0.128671354,0.527085707,0.375846652,0.714545838,0.083542231,0.036650752,0.267847345,0.693644404,0.011789973,0.178778001,0.17770352,0.30750714,0.194381248,0.527621884,0.448961579,0.190093094,0.411724665,0.257756486,0.163332985,0.049514587,0.014751051,0.371895886,0,0.148765881,0.243469879,0.16651661
91,0.823771596,0.612942697,0.674660781,0.961143597,0.522501885,0.960184501,0.919452531,1,0.828435071,0.900270039,0.525229117,0.867389099,0.713410816,0.796822623,0.84105679,0.712044923,0.675783234,0.875189876,0.161038508,0.903125128,0.592621676,0.732217596,0.599349072,0.890724098,0.533886452,0.575407713,0.591856545,0.44684982,0.492974603,0.621188113,0.803209823,0.453061648,0.49895117,0.617466097,0.529607074,0.116400837,0.137614955,0.385424464,0.678072477,0.570748566,0.500878019,0.247915634,0.161920816,0.500459881,0.482488663,0.295634571,0.147975566,0.344198467,0.395564987,0.48996331,0.639513553,0.500005906,0.593578693,0.04462254,0.370549967,0.262558207,0.205034054,0.120758108,0.016602152,0.43311306,0.320782198,0.724905709,0.020669052,0.455759171
92,0.992753892,0.648667186,0.697281148,0.771152234,0.594063256,0.590580529,0.773325278,0.600668054,0.444097275,0.712125728,0.787401694,0.994192775,0.383841089,0.795907145,0.602044621,0.623454347,0.574844597,0.931848704,0.530484686,0.86626545,0.772013663,0.707597467,0.721541914,0.874855711,0.146758748,0.696176565,0.68344216,0.374356486,0.504160129,0.511522255,0.631773755,0.687124851,0.17345257,0.597897453,0.425864552,0.213754766,0.746457623,0.558600436,0.214517291,0.225140108,0.156921889,0.625272187,0.218620889,0.318627997,0.251781575,0.295702349,0.116503986,0.19248766,0.566453788,0.085866235,0.282653638,0.396511898,0.213309332,0.27497227,0.107297282,0.137414746,0,0,0,0.057292612,0.456383236,0.265473272,0.264298205,0.0119994
93,0.485610467,0.618585311,0.525654403,0.925025978,0.807613873,0.978045466,0.889243708,1,0.944474654,0.82979902,0.139428948,0.589889083,0.556854661,0.587658005,0.858355391,0.959482907,0.248459844,0.771145659,0.642201202,0.723426381,0.888696976,0.656607029,0.555194152,0.867360001,0.498393752,0.945409913,0.71092083,0.546146015,0.654655304,0.872389509,0.649706108,0.574113404,0.246834547,0.409130266,0.532377996,0.689662371,0.831099735,0.622287439,0.534807091,0.473885425,0.22382673,0.2618781,0.363601313,0.570242298,0.608928839,0.542692201,0.331616246,0.411138139,0.167903011,0.284655257,0.33040486,0.311658346,0.356139575,0.501846824,0.381893694,0.130351799,0,0.352859645,0.484664732,0.2327211,0.110506852,0.230481384,0.123909056,0.315858497
94,1,0.641300593,0.638942283,1,1,0.667444664,0.668433295,0.850276285,0.800574793,0.844201641,0.727625322,0.797985388,0.868449668,0.801839773,0.967271704,0.799278498,0.425081657,0.521892656,0.758199989,0.289155314,0.865149232,0.745379875,0.674453365,0.622654357,0.818166524,0.490602094,0.751912487,0.478311218,0.615651853,0.620417144,0.759898032,0.814382514,0.40276018,0.087228612,0.138075496,0.304276172,0.782729442,0.243686493,0.594522061,0.41043409,0.464619905,0.323001188,0.380208752,0.04016868,0.625764929,0.630162762,0.006114676,0.022915535,0.604062667,0.245924396,0.069253161,0.24263318,0.153025696,0.139784184,0.237030133,0.176414097,0.191587652,0.317037448,0.152837661,0.083451068,0.071343201,0.011163601,0.182105458,0.543804169
95,0.353992093,0.865763114,0.979827919,1,1,0.888590916,0.636749451,0.623938591,0.556598125,0.858852858,0.449196728,0.665533132,0.403921087,0.704988436,0.640248469,0.512175009,0.536589334,0.65371465,0.611299056,0.409171574,0.740690995,0.880672671,0.915770563,0.69168725,0.312470985,0.349252469,0.441903375,0.543209589,0.384426797,0.621254929,0.621370252,0.495128462,0.478511384,0.600762178,0.232823783,0.425459409,0.333951872,0.906052683,0.317520265,0.703729937,0.183092786,0.024100038,0.149943895,0.592313142,0.660260015,0.416515618,0.479886755,0.133659481,0.101921451,0.423120714,0.265213725,0.072180135,0.328427969,0.169366916,0.577079943,0.12329406,0.360549661,0.536239044,0.060054442,0.076935137,0.005858234,0.13276475,0.217859281,0.23913192
96,0.823693216,0.838626492,0.940253622,0.801055101,0.995689768,0.874188465,0.542967654,1,0.892569106,0.742184731,0.933956938,0.867871157,0.630721575,0.633377,0.693434503,0.833681391,0.928060377,0.508894727,0.687028018,0.944698335,0.841211052,0.710592033,0.564934427,0.71017599,0.562430813,0.889612756,0.490468588,0.384519074,0.618768304,0.821171456,0.50922308,0.764548874,0.435277459,0.363779422,0.319508416,0.656134629,0.288759949,0.415456734,0.097946427,0.468870723,0.422831357,0.474287611,0.413800899,0.325443981,0.009976869,0.5360768,0.42846993,0.56275618,0.053324304,0.164645993,0.661599461,0.194013024,0.112643571,0.003971955,0.62044198,0.104497896,0.242410455,0.214006809,0,0.130901284,0.29868501,0.270424847,0.263515745,0.359967402
97,0.636760783,0.907504521,0.711363703,0.086581571,0.598787135,1,0.706585141,0.850593694,0.939485936,0.74611199,0.514462409,0.71093593,0.6927866,0.690580393,0.340455436,0.755529566,0.881404791,0.856171284,0.768256975,0.371916399,0.90240628,0.780113727,0.693934974,0.887648042,0.649512078,0.480160205,0.720723257,0.896480346,0.553261822,0.576754547,0.820298502,0.468758903,0.597045473,0.601470412,0.64666622,0.428957417,0.457372651,0.537672446,0.264319527,0.496112213,0.372569198,0.718537675,0.177768905,0.880760169,0.593357111,0.652891616,0.324908846,0.037469657,0.271110431,0.226951107,0.356795219,0.322948191,0.008827674,0.065203056,0.777218119,0.385628029,0.302426679,0.161638775,0.215879195,0,0.355019856,0.199630515,0.126968567,0.291199172
98,0.642488483,0.899243407,0.917859131,1,1,0.673103953,0.681434614,0.568107383,0.787862055,0.883602544,0.880063265,0.961841606,0.856276521,0.41729167,0.828966876,0.826015804,0.732163258,0.449939894,0.500124362,0.717832855,0.822183486,0.831704721,0.950864355,0.998253861,0.751459465,0.345914065,0.848856492,0.598562211,0.851301066,0.658282733,0.782191856,0.370630321,0.771178566,0.362824408,0.434851534,0.570421178,0.291228377,0.352018002,0.533180997,0.609371251,0.061875284,0.275223611,0.427362338,0.22183568,0.261392647,0.119818055,0.414798899,0.404698461,0.54011728,0.010428592,0.070064044,0.270010079,0.206818842,0.37078613,0.168259608,0.300283751,0.106678747,0.252844391,0,0,0.109074313,0.601583513,0,0.332174073
99,0.454426239,0.547937538,0.474731094,0.461884575,0.988888343,0.935303921,0.731024368,1,0.68732417,0.783226124,0.878473909,0.986767668,0.354255814,0.747698347,0.967569315,0.680703583,0.404536137,0.439482208,0.978224503,0.564450278,0.321156417,0.586545416,0.666544953,0.436162896,0.529871719,0.75529121,0.262730097,0.295317033,0.501422464,0.643052778,0.772320853,0.721762161,0.183847788,0.461378058,0.495238308,0.478814906,0.226678756,0.314773849,0.789940102,0.376728061,0.519417476,0.39061135,0.448533779,0.096840211,0.240363262,0.247947163,0.221599218,0.340235224,0.238972018,0.401217022,0.040862474,0.363068317,0.386846804,0.528673235,0.317127565,0.561180704,0.311542884,0.168728214,0.243868102,0.463734193,0.227295952,0.778798846,0.245524725,0.630165485
100,0.601692771,0.567820602,0.774239251,0.763394182,0.612356665,0.770078548,0.779155758,0.664614268,0.958945003,0.838294894,0.696850602,0.931480431,0.856385051,0.714293072,0.840912236,0.915971082,0.822554823,0.91342392,0.361571364,0.592533389,0.61761302,0.522468624,0.66605391,0.682654639,0.48002826,0.726832759,0.642810562,0.405388972,0.850777004,0.750468695,0.58809635,0.81890205,0.21855894,0.587624554,0.464356769,0.220579063,0.699479957,0.252628398,0.373470914,0.274527997,0.804281765,0.292520323,0.240791143,0.239663608,0.268840395,0.214744198,0.403538779,0.382885532,0.374083109,0.059369,0.483017888,0.295608793,0.362766651,0.371513,0.277830921,0.368373673,0.288426717,0.008142567,0.616353037,0.507848822,0.161849014,0.896764344,0.451555024,0.167067459
101,1,0.802116992,0.81289441,0.676540485,1,0.641871095,0.520559789,0.561082884,0.612386142,0.683280149,0.633969406,0.752318913,0.850003894,0.883002722,0.385708115,0.832154493,0.921523899,0.810322069,0.2438774,0.698820157,0.778099679,0.369905847,0.634278546,0.661274708,0.697845438,0.458481649,0.889844863,0.451380282,0.169462879,0.393468378,0.560643514,0.450578951,0.250761168,0.514036811,0.342814031,0.310576285,0.267765053,0.83435424,0.250744206,0.343054068,0.496148544,0.369712554,0.397364199,0.565455408,0.323694468,0.315950824,0.502773324,0.178620665,0.293452309,0.195862661,0.359181574,0.413248676,0.610465104,0.220733921,0.389192287,0.714459706,0.140768651,0.342075432,0.126693246,0.206168654,0.331420533,0.42055827,0.344234838,0.320463217
102,1,1,0.75773231,0.722074987,0.823741231,1,1,0.729699085,0.857353955,0.706244035,0.797046641,0.794379644,0.867511403,0.763781675,0.31133954,0.921542043,0.907560085,0.455401808,0.738099345,0.883332156,0.757849033,0.816537177,0.648248723,0.554817849,0.218102145,0.619233108,0.450467695,0.706398946,0.133618801,0.801503375,0.515474048,0.212665094,0.444029752,0.538021038,0.330005985,0.256336462,0.425061203,0.804384676,0.484814909,0.446158409,0.43180117,0.325987758,0.239538434,0.293428941,0.075850433,0.103914953,0.377056507,0.593380016,0.638009771,0.006078706,0.296910356,0.396667466,0.459371011,0.299311731,0.294001127,0.302574971,0,0.541297683,0.242132851,0.246893096,0.015693869,0.416519601,0,0
103,0.988987063,0.847700078,0.742628927,1,0.576662276,0.59919383,0.967537222,0.810453067,0.484125011,0.828804251,0.305336371,0.703012659,0.55367543,0.647521781,0.881884813,0.539070887,0.779555718,0.749118179,0.972042878,0.782596926,0.82291275,0.653339447,0.549835182,0.585202036,0.692098364,0.382849696,0.068884889,0.565919749,0.912427823,0.281935807,0.689823227,0.283813877,0.176927676,0.377815336,0.527474685,0.771882325,0.592243861,0.117333358,0.426255754,0.657241434,0.771591979,0.079985005,0.237334964,0.096474362,0.184119796,0.231820549,0.387771765,0.543970266,0.059029401,0.071469634,0.065032273,0.301842242,0.11360703,0.33569944,0.68699077,0.391859552,0.041407763,0.090295128,0.221734679,0.153943077,0.021964335,0.033472926,0.06990971,0.338114364
104,0.685808995,0.855548656,0.605470268,0.578433515,0.987619227,0.628012028,1,0.797435434,0.645439537,0.689372038,0.663686493,0.970286664,0.48203548,0.732556004,0.568077205,0.642911892,0.688044317,0.736894048,0.548659402,0.446985773,0.268013957,0.541721653,0.822110459,0.907610324,0.163416523,0.679558979,0.712261092,0.81505867,0.538918011,0.434642636,0.404167574,0.638532396,0.527436078,0.166732261,0.288229483,0.578044715,0.977923194,0.472326169,0.156694568,0.13153411,0.393397355,0.407063978,0.525177654,0.400011684,0.160951427,0.272420525,0.306809508,0.236147728,0.1742214,0.307650515,0.028063442,0.198119369,0.106085999,0.199483255,0.226122228,0.183717228,0.15554793,0.463492372,0.020798039,0.042692846,0.239102614,0.449958948,0.154395716,0.388853967
105,0.890335582,0.464352199,0.701163824,0.9381653,0.398841866,0.795168996,0.384961047,1,0.688719992,0.687453102,0.998762798,0.683189167,0.810564517,0.729694834,0.993812008,0.593630394,0.263980392,0.862217056,0.732511031,0.178485604,0.806798685,0.493138363,0.554684193,0.826265737,0.655060346,0.105664445,0.375449263,0.569987977,0.383187798,0.764401776,0.491529252,0.609712052,0.369886993,0.150489001,0.528832379,0.062194399,0.340916936,0.441180355,0.494949121,0.564416609,0.350319208,0.156551441,0.626003111,0.326977732,0.319575373,0.277424085,0.262422861,0.33329563,0.265976545,0.274196652,0.412428743,0.357862638,0.334034711,0.36092379,0.276027721,0.54642162,0.210706286,0.421188554,0.024312979,0.169748323,0.430592868,0.44330851,0,0.444185974
106,0.417113343,0.99829034,0.780026525,1,0.430038612,1,0.616119696,1,0.699800514,0.74729411,0.531727341,0.579657104,0.667572212,0.714366034,0.839946657,0.975879967,0.688534162,0.399220269,0.760649234,0.784876034,0.8636389,0.767598718,0.502057447,0.935733246,0.675093077,0.412374766,0.885023045,0.883900323,0.879533177,0.737592083,0.551971117,0.434480149,0.543664858,0.37017606,0.187486102,0.618584075,0.522867036,0.322690531,0.512035909,0.49668512,0.430980339,0.281318865,0.213022601,0.389273251,0.241811843,0.153624985,0.486327771,0.426725824,0.76447237,0.570728096,0.073145654,0.179489245,0.694119389,0.395331709,0.144276092,0.165418763,0.469631617,0,0.312998429,0.157306314,0.044316982,0.293857298,0.05235757,0.619688099
